CodigoPostulacion;Ciudad;GeneroPostulante;ExperienciaLaboralRelevante;NivelDeEducacion;AreaDelConocimiento;AnosDeExperiencia;TamanoDelaEmpresa;TipoDeEmpresa;AnosEnElActualTrabajo;HorasDeCapacitacion;Etiqueta
11672;241;Masculino;Con experiencia relevante;Mag�st;STEM;7;1000-4999;Ltda;2;20;1
19496;242;Masculino;Con experiencia relevante;Universitaria;STEM;16;;;1;15;0
1836;235;;Sin experiencia relevante;;;1;;;;26;1
18191;236;Masculino;Sin experiencia relevante;Universitaria;STEM;11;;;0;6;0
1599;245;Masculino;Con experiencia relevante;Universitaria;STEM;18;100-500;Ltda;5;182;0
10734;248;Masculino;Con experiencia relevante;Universitaria;STEM;17;1000-4999;Ltda;5;22;0
4050;246;Masculino;Sin experiencia relevante;Universitaria;STEM;6;;Ltda;0;71;0
27175;247;Masculino;Con experiencia relevante;Universitaria;STEM;8;<10;Ltda;1;111;0
6132;250;Masculino;Con experiencia relevante;Universitaria;Sin Licenciatura;17;500-999;Ltda;1;32;0
32425;252;Femenino;Sin experiencia relevante;Ense�anza Med;;2;10000+;;1;6;0
31837;253;Masculino;Con experiencia relevante;Universitaria;STEM;6;100-500;Ltda;1;21;0
25648;251;Masculino;Con experiencia relevante;Mag�st;STEM;3;100-500;Ltda;2;46;0
24496;255;Masculino;Con experiencia relevante;Universitaria;STEM;12;500-999;Ltda;5;163;1
1654;254;Masculino;Con experiencia relevante;Universitaria;STEM;16;100-500;Ltda;1;12;0
29783;270;;Sin experiencia relevante;Ense�anza Med;;3;;;1;35;1
7115;273;;Sin experiencia relevante;Ense�anza B�;;4;50-99;;2;8;0
19432;272;;Con experiencia relevante;Mag�st;STEM;16;10000+;Ltda;5;21;1
21639;271;Masculino;Con experiencia relevante;Universitaria;STEM;11;100-500;Ltda;2;56;0
17998;260;Masculino;Con experiencia relevante;Universitaria;Arte;20;;;1;30;0
31858;263;Masculino;Sin experiencia relevante;Mag�st;STEM;10;;;1;7;0
6290;262;;Con experiencia relevante;Universitaria;STEM;14;10000+;Ltda;5;23;0
1538;264;Masculino;Con experiencia relevante;Universitaria;STEM;20;100-500;Ltda;5;9;0
25431;261;;Con experiencia relevante;Mag�st;STEM;20;50-99;Ltda;5;26;0
33055;310;Masculino;Con experiencia relevante;Universitaria;STEM;14;10000+;Ltda;3;40;1
6603;316;;Con experiencia relevante;Mag�st;STEM;19;50-99;Startup;2;106;0
15741;318;;Con experiencia relevante;Universitaria;Sin Licenciatura;12;1000-4999;Ltda;2;314;0
29064;317;Masculino;Con experiencia relevante;Universitaria;STEM;15;1000-4999;Ltda;1;14;1
2952;313;Masculino;Con experiencia relevante;Universitaria;STEM;5;5000-9999;Empresa P�bli;1;111;0
26519;314;;Sin experiencia relevante;Universitaria;STEM;9;oct-49;Ltda;3;50;1
25672;312;Masculino;Con experiencia relevante;Ense�anza Med;;8;100-500;Ltda;5;111;0
9419;315;Masculino;Con experiencia relevante;Mag�st;STEM;9;50-99;Ltda;5;51;0
1292;311;;Sin experiencia relevante;Universitaria;STEM;4;;;2;68;1
16815;330;Masculino;Sin experiencia relevante;Universitaria;STEM;5;;;1;16;0
15661;285;Masculino;Con experiencia relevante;Mag�st;STEM;6;<10;Ltda;1;6;0
31900;287;Masculino;Con experiencia relevante;Doctorado;STEM;20;10000+;Ltda;2;13;0
24682;288;Masculino;Con experiencia relevante;Universitaria;Arte;14;;;4;178;1
1016;286;Masculino;Sin experiencia relevante;Ense�anza B�;;3;;;0;22;0
18448;275;Masculino;Con experiencia relevante;Universitaria;STEM;15;100-500;Ltda;5;23;0
18974;277;Femenino;Con experiencia relevante;Universitaria;STEM;4;;Empresa P�bli;1;55;1
7029;279;Masculino;Sin experiencia relevante;Universitaria;STEM;2;;;0;29;1
4097;276;Femenino;Con experiencia relevante;Universitaria;STEM;9;oct-49;Startup;1;41;0
3684;278;Masculino;Con experiencia relevante;Ense�anza Med;;5;oct-49;Ltda;2;56;0
18477;300;Masculino;Con experiencia relevante;Ense�anza Med;;14;50-99;Startup;3;11;0
179;302;Femenino;Con experiencia relevante;Universitaria;Administraci�n y Neogci;7;1000-4999;Ltda;5;79;1
14640;304;Masculino;Sin experiencia relevante;Mag�st;STEM;5;10000+;Empresa P�bli;1;328;1
8150;301;Masculino;Con experiencia relevante;Universitaria;STEM;20;;;1;192;0
12801;305;Masculino;Con experiencia relevante;Universitaria;STEM;20;100-500;Empresa P�bli;5;89;0
15498;303;Masculino;Sin experiencia relevante;Ense�anza Med;;1;50-99;Empresa P�bli;1;83;1
32265;306;Masculino;Con experiencia relevante;Universitaria;STEM;20;<10;Ltda;1;35;0
759;320;Femenino;Con experiencia relevante;Universitaria;STEM;20;100-500;Ltda;5;33;0
10951;324;Masculino;Con experiencia relevante;Universitaria;STEM;20;50-99;Ltda;5;53;0
27890;321;;Sin experiencia relevante;Universitaria;STEM;1;;;1;56;1
28329;323;Masculino;Con experiencia relevante;Mag�st;STEM;11;;;1;3;1
17247;322;;Con experiencia relevante;Universitaria;STEM;18;;;2;25;0
24459;325;Masculino;Con experiencia relevante;Mag�st;STEM;15;500-999;Empresa P�bli;1;10;0
24836;290;Masculino;Sin experiencia relevante;;;5;;;0;62;0
16855;295;Masculino;Con experiencia relevante;Mag�st;STEM;9;500-999;Ltda;5;40;0
11552;294;Masculino;Con experiencia relevante;Ense�anza Med;;19;<10;Startup;5;46;0
21550;293;Masculino;Sin experiencia relevante;Ense�anza Med;;3;;;2;22;1
4886;291;Masculino;Con experiencia relevante;Universitaria;STEM;3;<10;Ltda;1;174;0
8070;292;;Con experiencia relevante;Universitaria;STEM;4;1000-4999;Ltda;2;51;0
3823;335;Masculino;Con experiencia relevante;Universitaria;STEM;14;50-99;Ltda;1;158;1
26643;338;Masculino;Con experiencia relevante;Mag�st;STEM;10;50-99;Ltda;1;60;0
11580;349;Masculino;Sin experiencia relevante;Universitaria;STEM;6;;;0;14;1
4877;348;Masculino;Con experiencia relevante;Mag�st;STEM;20;10000+;Ltda;5;10;0
26559;350;Masculino;Con experiencia relevante;Universitaria;STEM;16;oct-49;Ltda;2;140;0
29347;336;Femenino;Con experiencia relevante;Mag�st;Arte;20;;;1;18;1
13425;206;Femenino;Con experiencia relevante;Mag�st;STEM;17;50-99;;1;19;0
2300;210;Femenino;Con experiencia relevante;Mag�st;Humanidades;3;50-99;Ltda;1;82;0
26712;212;;Sin experiencia relevante;Mag�st;STEM;9;<10;Ltda;1;37;0
13354;213;;Con experiencia relevante;Mag�st;STEM;9;10000+;Ltda;1;52;0
9043;211;Masculino;Con experiencia relevante;Universitaria;STEM;8;50-99;Ltda;1;44;1
28934;214;Masculino;Con experiencia relevante;Universitaria;STEM;4;;;2;19;0
20479;215;;Con experiencia relevante;Universitaria;STEM;3;oct-49;;2;13;1
31470;210;Masculino;Sin experiencia relevante;Universitaria;STEM;5;oct-49;Startup;1;24;1
16925;230;Masculino;Con experiencia relevante;Universitaria;STEM;19;;;5;312;0
4666;231;Masculino;Con experiencia relevante;Universitaria;Humanidades;20;50-99;Ltda;2;72;0
26357;232;Femenino;Con experiencia relevante;Universitaria;STEM;6;10000+;Ltda;1;46;0
15903;233;Femenino;Con experiencia relevante;Mag�st;STEM;11;10000+;Ltda;1;61;0
22783;225;Masculino;Con experiencia relevante;Universitaria;STEM;5;oct-49;Ltda;4;264;0
33326;226;Masculino;Con experiencia relevante;Universitaria;STEM;20;;;5;21;0
20565;227;;Sin experiencia relevante;Universitaria;STEM;10;oct-49;Ltda;1;92;0
16294;220;;Con experiencia relevante;Universitaria;STEM;3;50-99;Ltda;0;10;0
3501;221;Masculino;Con experiencia relevante;Universitaria;Humanidades;20;;;5;21;0
31294;240;Masculino;Con experiencia relevante;Mag�st;STEM;18;10000+;Ltda;1;9;0
29919;241;Femenino;Con experiencia relevante;Mag�st;STEM;4;5000-9999;Ltda;1;40;1
3615;242;Masculino;Con experiencia relevante;Ense�anza Med;;8;100-500;Ltda;1;116;0
14592;235;;Sin experiencia relevante;Universitaria;STEM;1;<10;Startup;1;53;1
22072;236;Femenino;Con experiencia relevante;Universitaria;STEM;20;;;2;218;0
4845;245;;Con experiencia relevante;Mag�st;STEM;19;10000+;Empresa P�bli;1;124;1
27354;248;Masculino;Sin experiencia relevante;Mag�st;STEM;3;;;1;34;1
14287;246;Masculino;Con experiencia relevante;Universitaria;Administraci�n y Neogci;4;10000+;Ltda;1;97;0
10544;247;Masculino;Con experiencia relevante;Mag�st;STEM;9;100-500;Ltda;4;4;1
4852;250;;Con experiencia relevante;Universitaria;STEM;11;10000+;Ltda;5;2;1
27665;252;Femenino;Con experiencia relevante;Universitaria;STEM;3;500-999;Ltda;2;292;0
6083;253;Masculino;Sin experiencia relevante;Universitaria;STEM;5;;;4;19;1
28524;251;Masculino;Sin experiencia relevante;Universitaria;STEM;2;;;0;12;1
410;255;Masculino;Con experiencia relevante;Mag�st;STEM;14;10000+;Ltda;2;80;0
1582;254;Masculino;Con experiencia relevante;Doctorado;STEM;20;oct-49;Startup;5;41;0
23196;270;Masculino;Con experiencia relevante;Universitaria;Humanidades;20;;;5;23;1
32239;273;Femenino;Con experiencia relevante;Universitaria;Humanidades;4;10000+;Ltda;1;276;0
28687;272;Masculino;Con experiencia relevante;Doctorado;STEM;8;1000-4999;Empresa P�bli;3;302;0
4192;271;Masculino;Con experiencia relevante;Universitaria;STEM;10;oct-49;Startup;1;20;0
2014;260;Masculino;Con experiencia relevante;Universitaria;STEM;7;5000-9999;Ltda;4;44;1
7111;263;;Con experiencia relevante;Mag�st;STEM;2;50-99;Ltda;1;74;0
1747;262;Masculino;Sin experiencia relevante;Universitaria;STEM;5;;;1;15;0
9216;264;Masculino;Con experiencia relevante;Universitaria;STEM;20;1000-4999;Ltda;1;114;0
4970;261;Masculino;Con experiencia relevante;Mag�st;STEM;17;10000+;Ltda;2;21;0
6438;310;;Con experiencia relevante;Universitaria;STEM;20;;;5;118;1
19341;316;;Sin experiencia relevante;Universitaria;STEM;3;;;;7;1
33186;318;Masculino;Con experiencia relevante;Universitaria;STEM;12;100-500;Ltda;1;158;0
15765;317;Masculino;Sin experiencia relevante;Universitaria;STEM;9;;;1;284;0
19205;313;Masculino;Con experiencia relevante;Universitaria;STEM;18;10000+;Ltda;1;6;0
32007;314;;Sin experiencia relevante;Ense�anza Med;;2;;;2;110;0
27084;312;Masculino;Con experiencia relevante;Universitaria;STEM;9;500-999;Ltda;5;52;0
24868;315;Masculino;Con experiencia relevante;Universitaria;STEM;15;100-500;Ltda;1;56;0
8711;311;Masculino;Con experiencia relevante;Universitaria;STEM;8;;;2;29;1
22283;330;;Con experiencia relevante;Universitaria;STEM;7;100-500;ONG;1;42;0
29004;285;Masculino;Sin experiencia relevante;Mag�st;STEM;20;10000+;Ltda;2;90;0
24881;287;Masculino;Con experiencia relevante;Mag�st;STEM;6;<10;Ltda;1;46;0
17010;288;Femenino;Con experiencia relevante;Universitaria;STEM;10;1000-4999;;2;37;0
14358;286;;Con experiencia relevante;Universitaria;STEM;5;;;1;58;0
13276;275;Masculino;Con experiencia relevante;Universitaria;STEM;6;;;1;69;1
13158;277;Masculino;Sin experiencia relevante;Ense�anza Med;;1;;;2;39;0
8074;279;Masculino;Con experiencia relevante;Universitaria;Otros;2;1000-4999;Ltda;1;23;0
17601;276;Masculino;Con experiencia relevante;Universitaria;STEM;20;;;5;77;0
1286;278;Other;Con experiencia relevante;Universitaria;STEM;15;100-500;Ltda;5;53;0
21607;300;Masculino;Con experiencia relevante;Universitaria;STEM;7;500-999;Otras;3;114;1
25433;302;Masculino;Con experiencia relevante;Universitaria;STEM;5;oct-49;Ltda;2;27;1
18150;304;Masculino;Con experiencia relevante;Ense�anza B�;;6;;;5;28;0
25264;301;;Con experiencia relevante;Mag�st;STEM;15;;Ltda;1;64;0
26758;305;Masculino;Con experiencia relevante;Universitaria;STEM;13;10000+;Ltda;3;21;1
32466;303;Masculino;Con experiencia relevante;Universitaria;STEM;10;;;4;108;0
30776;306;Masculino;Con experiencia relevante;Mag�st;STEM;20;500-999;Ltda;5;38;0
17630;320;;Con experiencia relevante;Universitaria;STEM;6;50-99;Ltda;4;72;0
3459;324;Masculino;Con experiencia relevante;Universitaria;STEM;20;50-99;Empresa P�bli;2;73;0
8944;321;Masculino;Con experiencia relevante;Universitaria;STEM;20;100-500;Ltda;4;12;0
4245;323;Masculino;Sin experiencia relevante;Universitaria;Arte;14;;;4;56;0
8568;322;Masculino;Con experiencia relevante;Mag�st;STEM;20;5000-9999;Ltda;5;26;0
30944;325;Masculino;Con experiencia relevante;Universitaria;STEM;6;100-500;Ltda;1;54;0
7168;290;Masculino;Con experiencia relevante;Universitaria;STEM;20;50-99;Ltda;3;14;0
31475;295;Masculino;Con experiencia relevante;Universitaria;STEM;20;50-99;Ltda;5;77;0
3715;294;Masculino;Con experiencia relevante;Universitaria;STEM;20;;;4;232;1
30039;293;;Con experiencia relevante;Universitaria;STEM;20;50-99;Ltda;1;126;0
8746;291;;Sin experiencia relevante;Universitaria;STEM;3;500-999;Ltda;2;20;0
30417;292;Masculino;Con experiencia relevante;Universitaria;STEM;20;;;5;36;0
14244;335;Masculino;Sin experiencia relevante;Ense�anza Med;;5;50-99;ONG;1;104;0
25944;338;Masculino;Sin experiencia relevante;Mag�st;STEM;20;50-99;Ltda;5;20;0
24707;349;Masculino;Con experiencia relevante;Mag�st;STEM;20;<10;Startup;1;15;0
14278;348;Masculino;Con experiencia relevante;Universitaria;STEM;16;50-99;Ltda;3;44;0
19667;350;Masculino;Con experiencia relevante;Universitaria;STEM;16;100-500;Ltda;1;46;0
15131;336;Masculino;Sin experiencia relevante;Ense�anza Med;;1;;;0;38;0
11206;351;;Con experiencia relevante;Universitaria;STEM;6;100-500;ONG;1;278;0
10366;339;;Con experiencia relevante;Universitaria;STEM;17;;;5;23;0
23156;343;;Con experiencia relevante;Universitaria;STEM;;10000+;Ltda;1;83;0
15898;337;;Con experiencia relevante;Universitaria;Arte;4;oct-49;;2;33;1
23886;340;Masculino;Sin experiencia relevante;Universitaria;STEM;4;;;2;112;1
8969;347;;Con experiencia relevante;Universitaria;STEM;9;50-99;Startup;1;63;0
29587;346;;Con experiencia relevante;Ense�anza Med;;9;1000-4999;Ltda;2;3;0
27558;344;Masculino;Con experiencia relevante;Universitaria;STEM;6;;;2;224;1
28691;342;Femenino;Con experiencia relevante;Universitaria;Humanidades;1;100-500;Ltda;0;5;0
31990;341;Masculino;Con experiencia relevante;Universitaria;STEM;20;1000-4999;Empresa P�bli;5;50;0
16933;345;Masculino;Con experiencia relevante;Universitaria;STEM;6;50-99;Ltda;2;184;0
9058;370;Masculino;Con experiencia relevante;Ense�anza B�;;3;50-99;Ltda;1;12;0
9322;373;;Con experiencia relevante;Universitaria;STEM;8;100-500;Ltda;2;12;0
1267;372;Masculino;Con experiencia relevante;Universitaria;STEM;11;<10;Ltda;1;16;0
18009;374;;Sin experiencia relevante;;;1;;;;43;0
21007;371;;Con experiencia relevante;Universitaria;STEM;9;100-500;Ltda;1;135;0
9857;375;Masculino;Con experiencia relevante;Universitaria;STEM;4;500-999;Ltda;1;86;0
14404;355;;Con experiencia relevante;Universitaria;STEM;7;1000-4999;Empresa P�bli;1;158;0
33171;359;Masculino;Con experiencia relevante;Universitaria;STEM;5;oct-49;Startup;1;44;1
31614;356;Masculino;Con experiencia relevante;Universitaria;STEM;5;50-99;Startup;1;102;0
21697;361;Masculino;Sin experiencia relevante;Universitaria;STEM;13;;;3;11;0
4522;358;Masculino;Con experiencia relevante;Universitaria;STEM;20;50-99;Startup;5;46;0
1418;363;Masculino;Con experiencia relevante;Universitaria;STEM;7;100-500;Ltda;2;56;0
11001;364;Masculino;Sin experiencia relevante;Universitaria;STEM;2;5000-9999;Ltda;1;53;0
1315;357;Masculino;Con experiencia relevante;Universitaria;STEM;6;50-99;Ltda;2;188;1
21547;362;Masculino;Sin experiencia relevante;Ense�anza B�;;4;;;0;26;0
3368;360;;Con experiencia relevante;Universitaria;STEM;16;50-99;Ltda;1;107;0
1264;390;Masculino;Con experiencia relevante;Universitaria;STEM;20;;;1;17;0
9751;397;;Con experiencia relevante;Universitaria;STEM;19;1000-4999;Ltda;;42;0
7014;398;Masculino;Con experiencia relevante;Mag�st;STEM;20;50-99;Empresa P�bli;1;83;0
20076;395;;Con experiencia relevante;Mag�st;STEM;5;;;0;3;0
8018;394;Masculino;Sin experiencia relevante;Universitaria;STEM;12;10000+;Empresa P�bli;2;67;1
16520;391;;Con experiencia relevante;Mag�st;STEM;4;10000+;Ltda;1;4;0
1577;396;Masculino;Con experiencia relevante;Mag�st;STEM;6;;;1;15;1
31927;392;Masculino;Sin experiencia relevante;Ense�anza Med;;2;;Ltda;0;26;1
19972;393;Masculino;Sin experiencia relevante;Universitaria;STEM;4;;;0;55;0
23459;399;Masculino;Sin experiencia relevante;Universitaria;STEM;6;;;0;50;0
6521;410;Masculino;Con experiencia relevante;Universitaria;STEM;6;<10;Startup;3;12;1
29621;412;Masculino;Con experiencia relevante;Ense�anza Med;;10;;;1;16;0
30675;411;Masculino;Con experiencia relevante;;;2;<10;Startup;1;74;1
9987;380;Masculino;Con experiencia relevante;Universitaria;STEM;9;100-500;Ltda;2;34;0
22612;385;Masculino;Con experiencia relevante;Universitaria;STEM;6;<10;Ltda;5;35;0
1403;386;Masculino;Con experiencia relevante;Universitaria;STEM;8;<10;Ltda;4;9;0
1510;383;Masculino;Sin experiencia relevante;Universitaria;Sin Licenciatura;20;5000-9999;Ltda;5;4;0
25645;388;Masculino;Con experiencia relevante;Universitaria;STEM;8;oct-49;Ltda;1;30;0
12680;382;Masculino;Con experiencia relevante;Mag�st;STEM;8;<10;Startup;3;5;0
9734;384;;Sin experiencia relevante;Ense�anza Med;;1;;;0;20;0
22623;381;Masculino;Con experiencia relevante;Universitaria;STEM;6;10000+;Ltda;2;21;0
1549;387;Masculino;Con experiencia relevante;Universitaria;STEM;6;50-99;Ltda;2;89;1
13291;400;;Con experiencia relevante;Universitaria;STEM;1;oct-49;Ltda;1;49;1
17541;402;;Con experiencia relevante;Mag�st;STEM;1;;;1;52;0
15010;403;Masculino;Con experiencia relevante;Universitaria;STEM;12;500-999;Ltda;5;28;1
11999;404;;Sin experiencia relevante;Universitaria;STEM;3;1000-4999;Ltda;;16;1
21570;405;;Con experiencia relevante;Universitaria;STEM;9;50-99;Ltda;1;52;1
15990;407;;Con experiencia relevante;Universitaria;STEM;4;;;1;168;1
19147;406;;Con experiencia relevante;Universitaria;STEM;3;;;;30;0
21580;401;Masculino;Con experiencia relevante;Universitaria;STEM;9;;;3;28;1
10104;455;Femenino;Con experiencia relevante;Mag�st;STEM;15;<10;Ltda;1;75;0
12250;463;Masculino;Con experiencia relevante;Ense�anza Med;;6;50-99;Startup;1;50;0
349;474;Masculino;Con experiencia relevante;Mag�st;STEM;20;50-99;Ltda;5;21;0
3128;459;Masculino;Sin experiencia relevante;Mag�st;STEM;16;;;5;60;0
4823;460;;Con experiencia relevante;Universitaria;STEM;;100-500;Ltda;;9;1
21770;462;Masculino;Sin experiencia relevante;Mag�st;STEM;4;100-500;;1;32;0
9236;457;Masculino;Con experiencia relevante;Universitaria;STEM;3;100-500;Startup;3;136;0
31412;464;Masculino;Con experiencia relevante;Universitaria;STEM;20;100-500;Ltda;2;23;0
4648;461;Femenino;Con experiencia relevante;Universitaria;STEM;4;;;1;108;0
3611;456;;Con experiencia relevante;Universitaria;STEM;16;50-99;Ltda;3;64;0
17417;458;Masculino;Con experiencia relevante;Universitaria;STEM;20;50-99;Empresa P�bli;2;8;0
19194;456;Masculino;Con experiencia relevante;Universitaria;STEM;18;100-500;Ltda;5;52;0
8940;465;Femenino;Con experiencia relevante;Universitaria;STEM;3;100-500;Ltda;1;19;0
6354;466;Masculino;Con experiencia relevante;Universitaria;STEM;17;;;5;78;0
26855;469;Masculino;Sin experiencia relevante;Mag�st;STEM;3;;;1;32;1
24074;470;Masculino;Con experiencia relevante;Mag�st;STEM;14;;;1;63;0
21088;467;Masculino;Con experiencia relevante;Mag�st;STEM;9;;;0;218;0
13332;468;Masculino;Con experiencia relevante;Universitaria;STEM;4;<10;ONG;1;25;1
85;471;Masculino;Con experiencia relevante;Universitaria;STEM;5;<10;Startup;1;28;1
31548;440;Masculino;Con experiencia relevante;Universitaria;STEM;10;5000-9999;Ltda;2;174;0
25460;443;Masculino;Con experiencia relevante;Universitaria;STEM;18;100-500;Ltda;5;22;0
8745;441;Masculino;Con experiencia relevante;Universitaria;STEM;16;1000-4999;Ltda;5;49;0
10954;450;;Sin experiencia relevante;Ense�anza Med;;4;;;;55;0
186;447;Masculino;Sin experiencia relevante;Universitaria;Humanidades;6;;;2;162;0
19671;449;Masculino;Con experiencia relevante;Universitaria;STEM;16;1000-4999;Ltda;0;29;1
32078;448;;Con experiencia relevante;Universitaria;STEM;4;50-99;Startup;3;23;0
31407;446;Masculino;Con experiencia relevante;Universitaria;STEM;20;10000+;Ltda;1;141;0
10982;444;Masculino;Con experiencia relevante;Mag�st;STEM;13;10000+;Ltda;2;70;0
23961;451;Masculino;Con experiencia relevante;Universitaria;STEM;14;10000+;Ltda;1;46;0
12937;445;Masculino;Con experiencia relevante;Mag�st;STEM;17;;;2;10;1
14861;442;Masculino;Sin experiencia relevante;Universitaria;STEM;12;;;5;30;1
